employee_id,first_name,last_name,gender,birth_date,hire_date,department_id,job_level,employment_type,country,city,salary_clp
821,Emp0821,Gonzalez,F,,,9.0,M1,Full-time,Chile,Concepcion,3346540.0
822,Emp0822,Silva,M,,,9.0,IC1,Full-time,Chile,Santiago,1170118.0
823,Emp0823,Rojas,M,,,1.0,IC3,Full-time,Chile,Santiago,2397696.0
824,Emp0824,Silva,M,,,2.0,IC1,Full-time,Chile,Santiago,1303005.0
825,Emp0825,Diaz,F,,,3.0,IC2,Contractor,Chile,Concepcion,1729725.0
826,Emp0826,Gonzalez,F,,,8.0,M1,Full-time,Chile,Antofagasta,3165253.0
827,Emp0827,Silva,M,,,1.0,IC1,Contractor,Chile,Valparaiso,1308324.0
828,Emp0828,Castillo,M,,,1.0,IC3,Part-time,Chile,Santiago,2577964.0
829,Emp0829,Munoz,F,,,1.0,IC3,Full-time,Chile,Santiago,2161451.0
830,Emp0830,Gonzalez,F,,,2.0,M1,Full-time,Chile,Antofagasta,3199550.0
831,Emp0831,Rojas,F,,,10.0,IC1,Full-time,Chile,Santiago,657827.0
832,Emp0832,Rojas,M,,,8.0,IC3,Full-time,Chile,Santiago,2445900.0
833,Emp0833,Soto,F,,,8.0,IC2,Full-time,Chile,Concepcion,1905779.0
834,Emp0834,Rojas,M,,,3.0,IC2,Full-time,Chile,Valparaiso,1535676.0
835,Emp0835,Munoz,F,,,7.0,IC2,Part-time,Chile,Santiago,1633359.0
836,Emp0836,Munoz,F,,,8.0,IC2,Full-time,Chile,Santiago,1544951.0
837,Emp0837,Munoz,F,,,6.0,IC2,Full-time,Chile,Concepcion,1504026.0
838,Emp0838,Rojas,M,,,9.0,IC1,Contractor,Chile,Santiago,1158043.0
839,Emp0839,Gonzalez,M,,,6.0,IC2,Contractor,Chile,Concepcion,1403939.0
840,Emp0840,Castillo,M,,,4.0,IC3,Full-time,Chile,Santiago,2241181.0
841,Emp0841,Perez,M,,,7.0,IC2,Full-time,Chile,Valparaiso,1373862.0
842,Emp0842,Silva,F,,,10.0,IC1,Contractor,Chile,Concepcion,1247269.0
843,Emp0843,Castillo,M,,,9.0,IC2,Full-time,Chile,Santiago,1659810.0
844,Emp0844,Gonzalez,F,,,5.0,IC2,Part-time,Chile,Santiago,1492191.0
845,Emp0845,Gonzalez,F,,,6.0,IC3,Full-time,Chile,Santiago,2309270.0
846,Emp0846,Gonzalez,M,,,10.0,M1,Full-time,Chile,Concepcion,3144819.0
847,Emp0847,Rojas,F,,,8.0,IC3,Full-time,Chile,Santiago,2585974.0
848,Emp0848,Gonzalez,M,,,6.0,IC3,Full-time,Chile,Santiago,2189747.0
849,Emp0849,Munoz,M,,,3.0,IC1,Full-time,Chile,Concepcion,1258761.0
850,Emp0850,Diaz,M,,,10.0,M2,Full-time,Chile,Concepcion,4323698.0
851,Emp0851,Castillo,M,,,10.0,IC2,Full-time,Chile,Concepcion,1803560.0
852,Emp0852,Munoz,M,,,1.0,IC2,Full-time,Chile,Santiago,1859326.0
853,Emp0853,Castillo,F,,,1.0,IC1,Full-time,Chile,Antofagasta,1371127.0
854,Emp0854,Rojas,F,,,2.0,IC1,Full-time,Chile,Concepcion,1467754.0
855,Emp0855,Perez,F,,,4.0,IC3,Full-time,Chile,Santiago,2373111.0
856,Emp0856,Munoz,M,,,2.0,IC1,Full-time,Chile,Antofagasta,1409487.0
857,Emp0857,Rojas,M,,,,IC2,Full-time,Chile,Santiago,2006045.0
858,Emp0858,Gonzalez,F,,,10.0,IC1,Part-time,Chile,Concepcion,819487.0
859,Emp0859,Silva,M,,,2.0,M2,Full-time,Chile,Valparaiso,4349190.0
860,Emp0860,Munoz,M,,,9.0,IC3,Full-time,Chile,Santiago,1926075.0
861,Emp0861,Castillo,M,,,2.0,M1,Full-time,Chile,Santiago,3465286.0
862,Emp0862,Castillo,M,,,8.0,M1,Part-time,Chile,Santiago,2822867.0
863,Emp0863,Gonzalez,M,,,4.0,M1,Contractor,Chile,Santiago,2755039.0
864,Emp0864,Munoz,M,,,1.0,IC2,Full-time,Chile,Santiago,1325652.0
865,Emp0865,Munoz,M,,,5.0,IC1,Full-time,Chile,Concepcion,665422.0
866,Emp0866,Silva,F,,,9.0,IC2,Full-time,Chile,Santiago,1668040.0
867,Emp0867,Munoz,M,,,10.0,IC2,Full-time,Chile,Santiago,1328864.0
868,Emp0868,Munoz,F,,,2.0,IC3,Full-time,Chile,Santiago,1877429.0
869,Emp0869,Soto,M,,,9.0,IC1,Full-time,Chile,Santiago,1089532.0
870,Emp0870,Gonzalez,F,,,3.0,IC1,Contractor,Chile,Santiago,1104278.0
871,Emp0871,Soto,F,,,5.0,IC3,Contractor,Chile,Santiago,1832554.0
872,Emp0872,Rojas,F,,,2.0,IC1,Full-time,Chile,Santiago,921575.0
873,Emp0873,Gonzalez,F,,,10.0,IC1,Full-time,Chile,Santiago,1081340.0
874,Emp0874,Gonzalez,F,,,8.0,IC1,Full-time,Chile,Concepcion,1010794.0
875,Emp0875,Silva,F,,,7.0,IC3,Full-time,Chile,Santiago,2217629.0
876,Emp0876,Diaz,F,,,8.0,IC1,Full-time,Chile,Santiago,1394822.0
877,Emp0877,Diaz,F,,,9.0,IC1,Full-time,Chile,Valparaiso,
878,Emp0878,Silva,M,,,2.0,IC1,Full-time,Chile,Antofagasta,1021675.0
879,Emp0879,Diaz,M,,,3.0,IC3,Full-time,Chile,Santiago,1969530.0
880,Emp0880,Silva,M,,,1.0,IC1,Full-time,Chile,Concepcion,1041354.0
881,Emp0881,Gonzalez,F,,,5.0,IC1,Full-time,Chile,Valparaiso,1148573.0
882,Emp0882,Munoz,F,,,5.0,M1,Full-time,Chile,Concepcion,3186680.0
883,Emp0883,Soto,M,,,1.0,M1,Full-time,Chile,Santiago,3352673.0
884,Emp0884,Rojas,F,,,7.0,IC1,Full-time,Chile,Santiago,1652977.0
885,Emp0885,Munoz,F,,,1.0,IC2,Full-time,Chile,Santiago,1171720.0
886,Emp0886,Silva,M,,,8.0,IC1,Full-time,Chile,Valparaiso,973230.0
887,Emp0887,Gonzalez,M,,,8.0,IC3,Full-time,Chile,Concepcion,2685286.0
888,Emp0888,Rojas,F,,,9.0,IC2,Full-time,Chile,Santiago,1469489.0
889,Emp0889,Gonzalez,M,,,2.0,M1,Full-time,Chile,Santiago,3397373.0
890,Emp0890,Perez,F,,,9.0,M1,Full-time,Chile,Santiago,3357725.0
891,Emp0891,Gonzalez,M,,,6.0,IC3,Part-time,Chile,Santiago,2609220.0
892,Emp0892,Silva,F,,,9.0,IC1,Contractor,Chile,Concepcion,1578335.0
893,Emp0893,Diaz,F,,,7.0,M1,Full-time,Chile,Santiago,3283268.0
894,Emp0894,Castillo,M,,,7.0,IC3,Part-time,Chile,Santiago,1863543.0
895,Emp0895,Silva,F,,,1.0,IC3,Full-time,Chile,Santiago,2124898.0
896,Emp0896,Diaz,M,,,7.0,IC1,Full-time,Chile,Concepcion,1646513.0
897,Emp0897,Diaz,F,,,5.0,IC3,full time,Chile,Concepcion,1946451.0
898,Emp0898,Gonzalez,M,,,9.0,M1,Full-time,Chile,Santiago,3324202.0
899,Emp0899,Gonzalez,M,,,7.0,M2,Full-time,Chile,Santiago,3871373.0
900,Emp0900,Diaz,M,,,1.0,IC3,Full-time,Chile,Concepcion,1962193.0
901,Emp0901,Gonzalez,M,,,9.0,IC2,Full-time,Chile,Concepcion,1821734.0
902,Emp0902,Gonzalez,F,,,1.0,IC2,Part-time,Chile,Santiago,1608990.0
903,Emp0903,Rojas,M,,,3.0,IC3,Full-time,Chile,Santiago,2205890.0
904,Emp0904,Castillo,F,,,3.0,M1,Part-time,Chile,Santiago,2996411.0
905,Emp0905,Soto,M,,,10.0,IC3,Part-time,Chile,Santiago,1800864.0
906,Emp0906,Silva,M,,,2.0,IC1,Part-time,Chile,Santiago,1273351.0
907,Emp0907,Soto,M,,,9.0,IC1,Full-time,Chile,Antofagasta,1029213.0
908,Emp0908,Rojas,M,,,3.0,IC3,Full-time,Chile,Santiago,1919534.0
909,Emp0909,Perez,M,,,7.0,M1,Full-time,Chile,Concepcion,3207547.0
910,Emp0910,Gonzalez,F,,,1.0,IC1,Contractor,Chile,Santiago,1245312.0
911,Emp0911,Munoz,M,,,4.0,IC2,Full-time,Chile,Santiago,1549832.0
912,Emp0912,Rojas,M,,,7.0,M1,Full-time,Chile,Santiago,3228998.0
913,Emp0913,Soto,F,,,8.0,IC2,Full-time,Chile,Santiago,1609532.0
914,Emp0914,Castillo,M,,,9.0,IC1,Full-time,Chile,Concepcion,923301.0
915,Emp0915,Diaz,F,,,9.0,IC2,Full-time,Chile,Santiago,1613565.0
916,Emp0916,Soto,F,,,6.0,IC2,Full-time,Chile,Santiago,1783804.0
917,Emp0917,Diaz,F,,,4.0,IC1,Full-time,Chile,Concepcion,1358661.0
918,Emp0918,Munoz,F,,,3.0,IC3,Full-time,Chile,Santiago,2497682.0
919,Emp0919,Perez,M,,,10.0,IC3,Full-time,Chile,Santiago,2131225.0
920,Emp0920,Silva,M,,,7.0,IC3,Full-time,Chile,Concepcion,2459053.0
921,Emp0921,Munoz,M,,,10.0,IC3,Full-time,Chile,Santiago,2416367.0
922,Emp0922,Diaz,M,,,5.0,IC1,Full-time,Chile,Santiago,922573.0
923,Emp0923,Soto,F,,,5.0,IC1,Contractor,Chile,Santiago,983922.0
924,Emp0924,Rojas,M,,,9.0,IC1,Full-time,Chile,Santiago,1269923.0
925,Emp0925,Rojas,F,,,8.0,IC1,Contractor,Chile,Santiago,1444227.0
926,Emp0926,Castillo,M,,,3.0,IC3,Full-time,Chile,Concepcion,1847082.0
927,Emp0927,Diaz,F,,,6.0,IC1,Full-time,Chile,Santiago,1510015.0
928,Emp0928,Perez,M,,,3.0,IC3,Full-time,Chile,Antofagasta,2591040.0
929,Emp0929,Soto,M,,,8.0,IC1,Full-time,Chile,Santiago,1149780.0
930,Emp0930,Diaz,M,,,1.0,IC1,Full-time,Chile,Santiago,1039821.0
931,Emp0931,Diaz,M,,,9.0,IC1,Full-time,Chile,Santiago,1197608.0
932,Emp0932,Silva,F,,,10.0,IC2,Full-time,Chile,Santiago,1439859.0
933,Emp0933,Perez,M,,,1.0,IC3,Part-time,Chile,Santiago,2255576.0
934,Emp0934,Silva,M,,,7.0,M1,Full-time,Chile,Concepcion,2831243.0
935,Emp0935,Soto,M,,,1.0,IC1,Full-time,Chile,Concepcion,664619.0
936,Emp0936,Castillo,M,,,4.0,IC3,Full-time,Chile,Valparaiso,2883077.0
937,Emp0937,Rojas,M,,,4.0,IC3,Full-time,Chile,Santiago,2315769.0
938,Emp0938,Rojas,M,,,6.0,IC2,Full-time,Chile,Concepcion,1650922.0
939,Emp0939,Soto,F,,,10.0,IC1,Full-time,Chile,Santiago,1092317.0
940,Emp0940,Diaz,M,,,5.0,IC1,Part-time,Chile,Valparaiso,893056.0
941,Emp0941,Silva,M,,,4.0,IC1,Full-time,Chile,Valparaiso,1023234.0
942,Emp0942,Soto,F,,,1.0,M1,Full-time,Chile,Santiago,3222797.0
943,Emp0943,Castillo,M,,,9.0,IC2,Full-time,Chile,Santiago,1550840.0
944,Emp0944,Soto,F,,,4.0,IC2,Full-time,Chile,Concepcion,1411949.0
945,Emp0945,Rojas,M,,,5.0,IC3,Full-time,Chile,Santiago,2419872.0
946,Emp0946,Gonzalez,F,,,1.0,IC2,Part-time,Chile,Valparaiso,1647091.0
947,Emp0947,Castillo,F,,,3.0,IC3,Full-time,Chile,Antofagasta,2398227.0
948,Emp0948,Rojas,M,,,6.0,IC1,Part-time,Chile,Santiago,1276261.0
949,Emp0949,Castillo,F,,,10.0,IC2,Part-time,Chile,Santiago,1557369.0
950,Emp0950,Perez,F,,,4.0,IC1,Full-time,Chile,Santiago,1057778.0
951,Emp0951,Gonzalez,F,,,6.0,IC1,Full-time,Chile,Concepcion,1470613.0
952,Emp0952,Perez,M,,,9.0,IC2,Full-time,Chile,Santiago,1363996.0
953,Emp0953,Diaz,M,,,4.0,IC3,Full-time,Chile,Santiago,1831592.0
954,Emp0954,Soto,M,,,3.0,IC3,Full-time,Chile,Santiago,2438885.0
955,Emp0955,Munoz,F,,,1.0,IC3,Full-time,Chile,Antofagasta,2142662.0
956,Emp0956,Diaz,M,,,10.0,IC1,Full-time,Chile,Concepcion,830662.0
957,Emp0957,Soto,M,,,2.0,M2,Contractor,Chile,Santiago,4721310.0
958,Emp0958,Silva,M,,,3.0,IC1,Full-time,Chile,Antofagasta,1063808.0
959,Emp0959,Castillo,F,,,2.0,M1,Full-time,Chile,Santiago,2884109.0
960,Emp0960,Soto,F,,,8.0,IC3,Full-time,Chile,Antofagasta,2783737.0
961,Emp0961,Rojas,M,,,4.0,IC3,Full-time,Chile,Santiago,1897328.0
962,Emp0962,Soto,M,,,8.0,IC2,Full-time,Chile,Santiago,1578330.0
963,Emp0963,Munoz,M,,,7.0,IC3,Full-time,Chile,Concepcion,1827681.0
964,Emp0964,Rojas,M,,,1.0,IC3,Full-time,Chile,Santiago,2367665.0
965,Emp0965,Castillo,M,,,4.0,IC1,Full-time,Chile,Santiago,939723.0
966,Emp0966,Diaz,M,,,1.0,IC3,Full-time,Chile,Valparaiso,2504819.0
967,Emp0967,Diaz,F,,,1.0,IC1,Full-time,Chile,Santiago,1095653.0
968,Emp0968,Perez,M,,,5.0,IC2,Part-time,Chile,Santiago,1937652.0
969,Emp0969,Castillo,M,,,3.0,IC3,Full-time,Chile,Santiago,2192572.0
970,Emp0970,Gonzalez,F,,,1.0,M1,Full-time,Chile,Santiago,2798864.0
971,Emp0971,Perez,M,,,5.0,IC2,Full-time,Chile,Santiago,1659379.0
972,Emp0972,Soto,F,,,5.0,IC1,Full-time,Chile,Santiago,1036861.0
973,Emp0973,Soto,M,,,10.0,IC2,Full-time,Chile,Santiago,1145185.0
974,Emp0974,Soto,F,,,7.0,IC2,Full-time,Chile,Valparaiso,1336155.0
975,Emp0975,Rojas,M,,,4.0,IC2,Contractor,Chile,Santiago,1415717.0
976,Emp0976,Rojas,F,,,5.0,IC2,Full-time,Chile,Santiago,1988846.0
977,Emp0977,Gonzalez,M,,,1.0,IC3,Full-time,Chile,Santiago,2476861.0
978,Emp0978,Diaz,M,,,4.0,IC1,Full-time,Chile,Santiago,1013066.0
979,Emp0979,Perez,F,,,6.0,IC1,Full-time,Chile,Santiago,1217717.0
980,Emp0980,Diaz,M,,,1.0,IC2,Full-time,Chile,Santiago,1090135.0
981,Emp0981,Diaz,M,,,10.0,IC1,Part-time,Chile,Santiago,958773.0
982,Emp0982,Silva,M,,,6.0,IC1,Full-time,Chile,Santiago,1200249.0
983,Emp0983,Diaz,F,,,8.0,IC2,Part-time,Chile,Santiago,1641344.0
984,Emp0984,Silva,M,,,3.0,IC2,Full-time,Chile,Santiago,1465161.0
985,Emp0985,Diaz,F,,,9.0,IC2,Full-time,Chile,Concepcion,1590423.0
986,Emp0986,Silva,F,,,4.0,IC3,Part-time,Chile,Valparaiso,2384527.0
987,Emp0987,Diaz,M,,,10.0,M1,Full-time,Chile,Concepcion,3197661.0
988,Emp0988,Perez,M,,,6.0,IC2,Full-time,Chile,Santiago,1815251.0
989,Emp0989,Rojas,M,,,7.0,IC2,Full-time,Chile,Santiago,1679676.0
990,Emp0990,Munoz,F,,,3.0,IC1,Part-time,Chile,Santiago,1227810.0
991,Emp0991,Perez,M,,,10.0,IC1,Part-time,Chile,Santiago,1528389.0
992,Emp0992,Diaz,M,,,2.0,IC3,Full-time,Chile,Santiago,2506877.0
993,Emp0993,Rojas,M,,,1.0,IC3,Full-time,Chile,Santiago,2735240.0
994,Emp0994,Soto,M,,,5.0,IC1,Full-time,Chile,Santiago,932021.0
995,Emp0995,Diaz,F,,,9.0,IC1,Full-time,Chile,Valparaiso,701897.0
996,Emp0996,Silva,F,,,10.0,IC2,Full-time,Chile,Santiago,1564930.0
997,Emp0997,Diaz,M,,,9.0,IC2,Full-time,Chile,Santiago,1543601.0
998,Emp0998,Perez,M,,,6.0,M2,Part-time,Chile,Santiago,4864854.0
999,Emp0999,Castillo,F,,,10.0,IC1,Full-time,Chile,Santiago,817489.0
1000,Emp1000,Diaz,F,,,5.0,IC1,Full-time,Chile,Santiago,1080280.0
1001,Emp1001,Munoz,F,,,5.0,IC2,Contractor,Chile,Santiago,1701295.0
1002,Emp1002,Silva,M,,,2.0,IC1,Full-time,Chile,Santiago,1125026.0
1003,Emp1003,Diaz,F,,,8.0,IC1,Full-time,Chile,Santiago,1057118.0
1004,Emp1004,Castillo,M,,,4.0,IC2,Full-time,Chile,Antofagasta,1689642.0
1005,Emp1005,Rojas,M,,,2.0,IC2,Full-time,Chile,Santiago,1869774.0
1006,Emp1006,Castillo,F,,,4.0,IC1,Full-time,Chile,Santiago,1483936.0
1007,Emp1007,Munoz,M,,,7.0,IC3,Full-time,Chile,Santiago,2308202.0
1008,Emp1008,Diaz,M,,,3.0,IC2,Full-time,Chile,Santiago,1396039.0
1009,Emp1009,Silva,M,,,4.0,IC1,Full-time,Chile,Santiago,1483634.0
1010,Emp1010,Diaz,F,,,4.0,M1,Full-time,Chile,Antofagasta,2930592.0
1011,Emp1011,Perez,F,,,6.0,IC2,Full-time,Chile,Santiago,2047645.0
1012,Emp1012,Munoz,F,,,8.0,M2,Full-time,Chile,Santiago,$4.836.034
1013,Emp1013,Rojas,M,,,7.0,M1,Part-time,Chile,Antofagasta,3572350.0
1014,Emp1014,Perez,M,,,2.0,IC2,Full-time,Chile,Santiago,1771348.0
1015,Emp1015,Diaz,F,,,4.0,IC1,Full-time,Chile,Santiago,571877.0
1016,Emp1016,Munoz,F,,,7.0,M1,Full-time,Chile,Santiago,2940220.0
1017,Emp1017,Soto,M,,,3.0,IC2,Full-time,Chile,Santiago,1676722.0
1018,Emp1018,Soto,F,,,1.0,IC1,Full-time,Chile,Antofagasta,931088.0
1019,Emp1019,Gonzalez,F,,,4.0,IC3,Full-time,Chile,Santiago,2221180.0
1020,Emp1020,Gonzalez,M,,,7.0,IC2,Full-time,Chile,Valparaiso,1753202.0
1021,Emp1021,Gonzalez,F,,,7.0,M1,Part-time,Chile,Santiago,3157506.0
1022,Emp1022,Gonzalez,F,,,2.0,IC3,Full-time,Chile,Concepcion,1995245.0
1023,Emp1023,Munoz,M,,,7.0,M1,Full-time,Chile,Concepcion,3421415.0
1024,Emp1024,Munoz,F,,,2.0,IC3,Full-time,Chile,Concepcion,2428726.0
1025,Emp1025,Munoz,M,,,8.0,IC3,Full-time,Chile,Concepcion,2237751.0
1026,Emp1026,Gonzalez,M,,,6.0,IC2,Full-time,Chile,Valparaiso,1777817.0
1027,Emp1027,Gonzalez,M,,,2.0,M2,Full-time,Chile,Santiago,4523762.0
1028,Emp1028,Perez,F,,,4.0,M2,Full-time,Chile,Santiago,4832840.0
1029,Emp1029,Diaz,M,,,9.0,M1,Contractor,Chile,Santiago,3237802.0
1030,Emp1030,Perez,F,,,5.0,IC3,Full-time,Chile,Santiago,2630982.0
1031,Emp1031,Soto,M,,,7.0,IC3,Full-time,Chile,Santiago,1831587.0
1032,Emp1032,Rojas,F,,,8.0,IC2,Full-time,Chile,Valparaiso,1714805.0
1033,Emp1033,Silva,M,,,1.0,M1,Full-time,Chile,Valparaiso,3100535.0
1034,Emp1034,Perez,F,,,10.0,IC1,Full-time,Chile,Antofagasta,885237.0
1035,Emp1035,Gonzalez,F,,,4.0,IC1,Full-time,Chile,Santiago,1389625.0
1036,Emp1036,Silva,M,,,8.0,IC2,Full-time,Chile,Valparaiso,1822272.0
1037,Emp1037,Castillo,F,,,5.0,IC3,Full-time,Chile,Valparaiso,1798381.0
1038,Emp1038,Gonzalez,F,,,6.0,IC3,Full-time,Chile,Antofagasta,2478874.0
1039,Emp1039,Soto,M,,,4.0,IC1,Full-time,Chile,Valparaiso,1248537.0
1040,Emp1040,Munoz,M,,,9.0,IC1,Full-time,Chile,Santiago,919232.0
1041,Emp1041,Silva,F,,,2.0,IC1,Full-time,Chile,Santiago,891174.0
1042,Emp1042,Munoz,M,,,9.0,IC2,Full-time,Chile,Antofagasta,1202356.0
1043,Emp1043,Soto,M,,,3.0,IC1,Full-time,Chile,Valparaiso,$1.015.617
1044,Emp1044,Perez,M,,,9.0,IC3,Full-time,Chile,Concepcion,2255628.0
1045,Emp1045,Silva,M,,,1.0,IC1,Part-time,Chile,Valparaiso,1299249.0
1046,Emp1046,Rojas,M,,,1.0,IC2,Full-time,Chile,Valparaiso,1667345.0
1047,Emp1047,Rojas,M,,,1.0,IC2,Full-time,Chile,Valparaiso,1335023.0
1048,Emp1048,Diaz,M,,,6.0,IC2,Full-time,Chile,Concepcion,1659719.0
1049,Emp1049,Silva,M,,,3.0,M1,Contractor,Chile,Concepcion,3136489.0
1050,Emp1050,Gonzalez,F,,,6.0,IC1,Part-time,Chile,Santiago,866293.0
1051,Emp1051,Diaz,F,,,9.0,IC2,Full-time,Chile,Santiago,1202623.0
1052,Emp1052,Perez,F,,,1.0,IC3,Full-time,Chile,Santiago,2456201.0
1053,Emp1053,Diaz,M,,,6.0,IC1,Full-time,Chile,Santiago,1211599.0
1054,Emp1054,Castillo,F,,,8.0,M1,Part-time,Chile,Concepcion,3339192.0
1055,Emp1055,Gonzalez,M,,,5.0,M2,Part-time,Chile,Concepcion,4317939.0
1056,Emp1056,Castillo,M,,,10.0,IC3,Full-time,Chile,Santiago,2342770.0
1057,Emp1057,Soto,M,,,7.0,M2,Full-time,Chile,Santiago,4156159.0
1058,Emp1058,Munoz,F,,,1.0,IC2,Part-time,Chile,Santiago,1353354.0
1059,Emp1059,Soto,M,,,6.0,IC2,Full-time,Chile,Concepcion,1608433.0
1060,Emp1060,Perez,M,,,4.0,IC1,Full-time,Chile,Santiago,1165588.0
1061,Emp1061,Munoz,F,,,2.0,IC1,Full-time,Chile,Santiago,692796.0
1062,Emp1062,Silva,M,,,,IC1,Full-time,Chile,Santiago,835614.0
1063,Emp1063,Rojas,F,,,3.0,IC2,Full-time,Chile,Santiago,1508652.0
1064,Emp1064,Silva,M,,,1.0,IC2,Full-time,Chile,Santiago,1839630.0
1065,Emp1065,Munoz,M,,,3.0,IC1,Full-time,Chile,Concepcion,896724.0
1066,Emp1066,Soto,F,,,9.0,IC3,Full-time,Chile,Concepcion,2335144.0
1067,Emp1067,Castillo,F,,,6.0,IC1,Full-time,Chile,Santiago,1161348.0
1068,Emp1068,Silva,F,,,9.0,IC2,Full-time,Chile,Santiago,1537577.0
1069,Emp1069,Perez,F,,,5.0,IC1,Full-time,Chile,Santiago,1167005.0
1070,Emp1070,Gonzalez,M,,,2.0,IC3,Full-time,Chile,Santiago,1963771.0
1071,Emp1071,Silva,F,,,4.0,IC2,Full-time,Chile,Santiago,1436053.0
1072,Emp1072,Rojas,F,,,2.0,IC3,Full-time,Chile,Santiago,2658590.0
1073,Emp1073,Munoz,M,,,6.0,IC1,Full-time,Chile,Santiago,1476191.0
1074,Emp1074,Diaz,M,,,3.0,IC2,Full-time,Chile,Concepcion,1810730.0
1075,Emp1075,Soto,M,,,10.0,M2,Part-time,Chile,Santiago,4775098.0
1076,Emp1076,Rojas,M,,,4.0,IC1,Full-time,Chile,Concepcion,643522.0
1077,Emp1077,Silva,F,,,4.0,IC2,Full-time,Chile,Santiago,1362826.0
1078,Emp1078,Rojas,M,,,10.0,IC1,Full-time,Chile,Santiago,1022225.0
1079,Emp1079,Soto,F,,,6.0,IC1,Part-time,Chile,Santiago,1703910.0
1080,Emp1080,Munoz,M,,,2.0,IC2,Full-time,Chile,Santiago,1521729.0
1081,Emp1081,Castillo,M,,,5.0,IC1,Full-time,Chile,Santiago,1286226.0
1082,Emp1082,Castillo,M,,,3.0,IC2,Full-time,Chile,Concepcion,1694593.0
1083,Emp1083,Castillo,M,,,8.0,M1,Full-time,Chile,Concepcion,3289031.0
1084,Emp1084,Diaz,M,,,6.0,IC1,Full-time,Chile,Santiago,1094117.0
1085,Emp1085,Rojas,F,,,8.0,IC1,Full-time,Chile,Santiago,799992.0
1086,Emp1086,Munoz,M,,,10.0,M1,Full-time,Chile,Santiago,2524709.0
1087,Emp1087,Munoz,M,,,8.0,IC2,Part-time,Chile,Valparaiso,1920461.0
1088,Emp1088,Castillo,M,,,4.0,M1,Part-time,Chile,Santiago,3045876.0
1089,Emp1089,Silva,M,,,3.0,IC2,Full-time,Chile,Santiago,1133222.0
1090,Emp1090,Rojas,F,,,6.0,IC3,Full-time,Chile,Concepcion,2409490.0
1091,Emp1091,Diaz,M,,,5.0,M1,Full-time,Chile,Concepcion,3304697.0
1092,Emp1092,Soto,F,,,4.0,IC1,Full-time,Chile,Santiago,1291973.0
1093,Emp1093,Munoz,F,,,9.0,M1,Part-time,Chile,Santiago,3478929.0
1094,Emp1094,Soto,F,,,10.0,IC3,Part-time,Chile,Santiago,2070253.0
1095,Emp1095,Perez,M,,,4.0,M1,Full-time,Chile,Santiago,2981255.0
1096,Emp1096,Gonzalez,F,,,7.0,IC1,Full-time,Chile,Santiago,1020324.0
1097,Emp1097,Munoz,F,,,10.0,IC2,Full-time,Chile,Valparaiso,1805410.0
1098,Emp1098,Munoz,F,,,1.0,IC1,Full-time,Chile,Santiago,574340.0
1099,Emp1099,Gonzalez,M,,,4.0,M2,Part-time,Chile,Concepcion,4532052.0
1100,Emp1100,Soto,M,,,8.0,IC1,Full-time,Chile,Santiago,1333030.0
1101,Emp1101,Soto,F,,,5.0,IC1,Full-time,Chile,Valparaiso,1322714.0
1102,Emp1102,Soto,F,,,8.0,M1,Full-time,Chile,Santiago,3377140.0
1103,Emp1103,Castillo,M,,,5.0,IC2,Full-time,Chile,Santiago,1865750.0
1104,Emp1104,Rojas,F,,,1.0,IC3,Full-time,Chile,Santiago,1613204.0
1105,Emp1105,Perez,M,,,5.0,IC2,Full-time,Chile,Valparaiso,2003367.0
1106,Emp1106,Rojas,F,,,5.0,IC3,Full-time,Chile,Santiago,2382601.0
1107,Emp1107,Rojas,M,,,9.0,IC1,Full-time,Chile,Santiago,1433663.0
1108,Emp1108,Castillo,F,,,2.0,IC2,Full-time,Chile,Valparaiso,1306341.0
1109,Emp1109,Castillo,M,,,2.0,IC2,Full-time,Chile,Valparaiso,1161543.0
1110,Emp1110,Gonzalez,F,,,2.0,IC2,Full-time,Chile,Santiago,2046594.0
1111,Emp1111,Silva,M,,,6.0,IC2,Part-time,Chile,Santiago,1368370.0
1112,Emp1112,Rojas,M,,,10.0,IC1,Full-time,Chile,Santiago,1022288.0
1113,Emp1113,Rojas,M,,,7.0,IC3,Part-time,Chile,Santiago,2431864.0
1114,Emp1114,Perez,M,,,9.0,IC1,Full-time,Chile,Santiago,1293222.0
1115,Emp1115,Rojas,F,,,9.0,IC2,Full-time,Chile,Santiago,1869604.0
1116,Emp1116,Soto,M,,,7.0,IC2,Full-time,Chile,Santiago,1655847.0
1117,Emp1117,Castillo,M,,,7.0,IC2,Full-time,Chile,Santiago,1336423.0
1118,Emp1118,Diaz,F,,,3.0,IC3,Contractor,Chile,Santiago,2476658.0
1119,Emp1119,Silva,F,,,10.0,IC2,Full-time,Chile,Santiago,1780639.0
1120,Emp1120,Soto,M,,,8.0,M1,Full-time,Chile,Santiago,2746241.0
1121,Emp1121,Gonzalez,M,,,9.0,IC3,Full-time,Chile,Valparaiso,2654671.0
1122,Emp1122,Gonzalez,M,,,10.0,M1,Full-time,Chile,Valparaiso,2578231.0
1123,Emp1123,Perez,M,,,4.0,IC3,Full-time,Chile,Santiago,2558604.0
1124,Emp1124,Rojas,M,,,2.0,IC1,Part-time,Chile,Concepcion,941473.0
1125,Emp1125,Munoz,F,,,9.0,M2,Full-time,Chile,Santiago,4676377.0
1126,Emp1126,Munoz,F,,,5.0,IC3,Full-time,Chile,Santiago,2427549.0
